Row,Genus,Phylum,Subphylum,class,Family,Sp,Strain,Assembly,NA
13643,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,WAI321,GCA_019443865.1,1
13644,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,NA,GCA_017766805.1,1
13645,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,WAI332,GCA_019443905.1,1
13646,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,NA,GCA_017766425.1,1
13647,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,NA,GCA_017766785.1,1
13648,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,NA,GCA_017766285.1,1
13649,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,WAI323,GCA_019443885.1,1
13650,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,NA,GCA_017766145.1,1
13651,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,NA,GCA_017766525.1,1
13652,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,NA,GCA_017766725.1,1
13653,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,NA,GCA_900184105.1,1
13654,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,NA,GCA_900091695.1,1
13655,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,NA,GCA_900099495.1,1
13656,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,NA,GCA_900184115.1,1
13657,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt05,GCA_002937425.1,1
13658,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt10,GCA_002937415.1,1
13659,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,NA,GCA_949316425.1,1
13660,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,NA,GCA_949316405.1,1
13661,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt289,GCA_017562065.1,1
13662,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,NA,GCA_949316415.1,1
13663,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,NA,GCA_902712725.1,1
13664,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt469,GCA_017562105.1,1
13665,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt97,GCA_029532695.1,1
13666,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt10,GCA_029230485.1,1
13667,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt120,GCA_029231575.1,1
13668,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt118,GCA_029230265.1,1
13669,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt99,GCA_029230275.1,1
13670,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt71,GCA_029873855.1,1
13671,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt114,GCA_029030815.1,1
13672,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt93,GCA_029532665.1,1
13673,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt116,GCA_029230295.1,1
13674,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt74,GCA_029873885.1,1
13675,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt36,GCA_029873735.1,1
13676,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt80,GCA_029873915.1,1
13677,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt48,GCA_029873765.1,1
13678,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt88,GCA_029873945.1,1
13679,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt92,GCA_029873975.1,1
13680,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt55,GCA_029873795.1,1
13681,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt117,GCA_029230285.1,1
13682,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,553.11,GCA_022709305.1,1
13683,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Einstein-Oak,GCA_022702775.1,1
13684,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,560.11,GCA_022702685.1,1
13685,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Lion-Oak,GCA_022702795.1,1
13686,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt153,GCA_003611115.1,1
13687,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt155,GCA_003611125.1,1
13688,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt150,GCA_003611055.1,1
13689,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt148,GCA_003611175.1,1
13690,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Lion-Cork,GCA_022709285.1,1
13691,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt151,GCA_003611075.1,1
13692,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt04,GCA_003611135.1,1
13693,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Cordiale-Cork,GCA_022702735.1,1
13694,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Cordiale-Oak,GCA_022702755.1,1
13695,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt07,GCA_003613095.1,1
13696,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt154,GCA_003611185.1,1
13697,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,Zt02,GCA_003611065.1,1
13698,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,STIR04_A48b,GCA_000223625.2,1
13699,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,tritici,STIR04_A26b,GCA_000223645.2,1
13700,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,pseudotritici,STIR04_2.2.1,GCA_000223665.2,1
13701,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,pseudotritici,NA,GCA_000983605.1,1
13702,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,pseudotritici,STIR04_5.3,GCA_000223705.2,1
13703,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,pseudotritici,STIR04_5.9.1,GCA_000223725.2,1
13704,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,pseudotritici,STIR04_3.11.1,GCA_000226675.2,1
13705,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,ardabiliae,STIR04_1.1.1,GCA_000223745.2,1
13706,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,ardabiliae,STIR04_3.13.1,GCA_000223785.2,1
13707,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,ardabiliae,STIR04_3.3.2,GCA_000223805.2,1
13708,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,ardabiliae,NA,GCA_000983525.1,1
13709,Zymoseptoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,brevis,Zb18110,GCA_000966595.1,1
