Row,Genus,Phylum,Subphylum,class,Family,Sp,Strain,Assembly,NA
12842,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,benhamiae,CBS.112371,GCA_000151125.2,1
12843,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,benhamiae,CBS.112371,GCF_000151125.1,1
12844,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,verrucosum,HKI.0517,GCA_000151505.1,1
12845,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,verrucosum,HKI.0517,GCF_000151505.1,1
12846,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,tonsurans,CBS.112818,GCA_000151455.1,1
12847,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,interdigitale,UCMS-IGIB-CI11,GCA_019359935.1,1
12848,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,schoenleinii,CMCC(F)T2s,GCA_018357685.1,1
12849,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,soudanense,NA,GCA_910592025.1,1
12850,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,equinum,CBS.127.97,GCA_000151175.1,1
12851,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,indotineae,TIMM20114,GCA_023065905.1,1
12852,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,simii,IHEM.4420,GCA_014839955.1,1
12853,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,yaoundei,NA,GCA_910592095.1,1
12854,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,violaceum,NA,GCA_910591785.1,1
12855,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,kuryangei,NA,GCA_910591595.1,1
12856,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,CBS.289.86,GCA_000616845.1,1
12857,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,CBS.100081,GCA_000616805.1,1
12858,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,NA,GCA_910591905.1,1
12859,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,IGIB-SBL-CI1,GCA_000812105.1,1
12860,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,NA,GCA_910591615.1,1
12861,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,NA,GCA_910592115.1,1
12862,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,NA,GCA_910592265.1,1
12863,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,NA,GCA_910592315.1,1
12864,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,CDCF1522,GCA_021853495.1,1
12865,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,CDCF0616,GCA_021853085.1,1
12866,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,NA,GCA_910591845.1,1
12867,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,CDCF1386,GCA_021853505.1,1
12868,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,NA,GCA_910591955.1,1
12869,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,CDCF1414,GCA_021853515.1,1
12870,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,CMCC(F)T1i,GCA_001651445.1,1
12871,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,CDCF1506,GCA_021853525.1,1
12872,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,CDCF1500,GCA_021854105.1,1
12873,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,CBS.735.88,GCA_000616965.1,1
12874,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,MR1459,GCA_000616945.1,1
12875,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,MR850,GCA_000616765.1,1
12876,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,D6,GCA_000622995.1,1
12877,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,CBS.202.88,GCA_000616985.1,1
12878,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,MR1448,GCA_000616905.1,1
12879,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,rubrum,CBS.288.86,GCA_000616825.1,1
12880,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,mentagrophytes,D15P156,GCA_003664385.1,1
12881,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,mentagrophytes,D15P135,GCA_003664455.1,1
12882,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,mentagrophytes,D15P152,GCA_003664425.1,1
12883,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,benhamiae,LAU2354-2,GCA_001858085.1,1
12884,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,interdigitale,NA,GCA_900162065.1,1
12885,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,interdigitale,UCMS-IGIB-CI12,GCA_012182645.1,1
12886,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,interdigitale,UCMS-IGIB-CI14,GCA_012182655.1,1
12887,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,interdigitale,MR816,GCA_000622975.1,1
12888,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,interdigitale,H6,GCA_000616785.1,1
12889,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,soudanense,NA,GCA_910592065.1,1
12890,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,soudanense,NA,GCA_910591815.1,1
12891,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,soudanense,NA,GCA_910592235.1,1
12892,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,soudanense,CBS.452.61,GCA_000616865.1,1
12893,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,indotineae,TIMM20118,GCA_023065865.1,1
12894,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,indotineae,TIMM20117,GCA_023065795.1,1
12895,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,indotineae,TIMM20116,GCA_023065885.1,1
12896,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,indotineae,TIMM20122,GCA_032157395.1,1
12897,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,indotineae,TIMM20115,GCA_023065845.1,1
12898,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,indotineae,TIMM20119,GCA_023065815.1,1
12899,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,indotineae,TIMM20121,GCA_032157385.1,1
12900,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,indotineae,TIMM20123,GCA_032157405.1,1
12901,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,yaoundei,NA,GCA_910591995.1,1
12902,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,violaceum,NA,GCA_910592145.1,1
12903,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,kuryangei,NA,GCA_910591655.1,1
12904,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,violaceum,NA,GCA_910592165.1,1
12905,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,kuryangei,IHEM.26527,GCA_012184535.1,1
12906,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,yaoundei,IHEM.4711,GCA_012184575.1,1
12907,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,violaceum,CMCC(F)T3l,GCA_001651435.1,1
12908,Trichophyton,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthrodermataceae,mentagrophytes,TIMM.2789,GCA_003118255.1,1
12909,Truncatella,Ascomycota,Pezizomycotina,Sordariomycetes,Sporocadaceae,angustata,MPI-SDFR-AT-0073,GCA_020726525.1,1
12910,Truncatella,Ascomycota,Pezizomycotina,Sordariomycetes,Sporocadaceae,angustata,MPI-SDFR-AT-0073,GCF_020726525.1,1
12911,Truncatella,Ascomycota,Pezizomycotina,Sordariomycetes,Sporocadaceae,angustata,S358,GCA_021193595.1,1
12912,Tuber,Ascomycota,Pezizomycotina,Pezizomycetes,Tuberaceae,melanosporum,Mel28,GCA_000151645.1,1
12913,Tuber,Ascomycota,Pezizomycotina,Pezizomycetes,Tuberaceae,melanosporum,Mel28,GCF_000151645.1,1
12914,Tuber,Ascomycota,Pezizomycotina,Pezizomycetes,Tuberaceae,indicum,tin1,GCA_006112555.1,1
12915,Tuber,Ascomycota,Pezizomycotina,Pezizomycetes,Tuberaceae,borchii,Tbo3840,GCA_003070745.1,1
12916,Tuber,Ascomycota,Pezizomycotina,Pezizomycetes,Tuberaceae,magnatum,NA,GCA_003182015.1,1
12917,Tuber,Ascomycota,Pezizomycotina,Pezizomycetes,Tuberaceae,aestivum,NA,GCA_900010015.1,1
12918,Tuber,Ascomycota,Pezizomycotina,Pezizomycetes,Tuberaceae,calosporum,MG102,GCA_003316355.1,1
12919,Tuber,Ascomycota,Pezizomycotina,Pezizomycetes,Tuberaceae,brumale,140227-1,GCA_014065205.1,1
12920,Tuber,Ascomycota,Pezizomycotina,Pezizomycetes,Tuberaceae,microsphaerosporum,MG111,GCA_003521225.1,1
12921,Tuber,Ascomycota,Pezizomycotina,Pezizomycetes,Tuberaceae,umbilicatum,MG104,GCA_003313605.1,1
12922,Tuber,Ascomycota,Pezizomycotina,Pezizomycetes,Tuberaceae,indicum,Tubin_1,GCA_014065215.1,1
12923,Uncinocarpus,Ascomycota,Pezizomycotina,Eurotiomycetes,Onygenaceae,reesii,1704,GCA_000003515.2,1
12924,Uncinocarpus,Ascomycota,Pezizomycotina,Eurotiomycetes,Onygenaceae,reesii,1704,GCF_000003515.1,1
12925,Usnea,Ascomycota,Pezizomycotina,Lecanoromycetes,Parmeliaceae,hakonensis,NA,GCA_013423325.1,1
12926,Ustilaginoidea,Ascomycota,Pezizomycotina,Sordariomycetes,NA,virens,UV-8b,GCA_000687475.2,1
12927,Ustilaginoidea,Ascomycota,Pezizomycotina,Sordariomycetes,NA,virens,UV-8b,GCF_000687475.1,1
12928,Ustilaginoidea,Ascomycota,Pezizomycotina,Sordariomycetes,NA,virens,LN02,GCA_032231125.1,1
12929,Ustilaginoidea,Ascomycota,Pezizomycotina,Sordariomycetes,NA,virens,iJS62,GCA_024397435.1,1
12930,Ustilaginoidea,Ascomycota,Pezizomycotina,Sordariomycetes,NA,virens,P1,GCA_016803955.1,1
12931,Ustilaginoidea,Ascomycota,Pezizomycotina,Sordariomycetes,NA,virens,IPU010,GCA_000965225.2,1
12932,Ustilaginoidea,Ascomycota,Pezizomycotina,Sordariomycetes,NA,virens,UV-GVT,GCA_002939685.2,1
12933,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,effusa,albino,GCA_007735645.1,1
12934,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,EU-B04,GCA_003689225.1,1
12935,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,nashicola,MAFF615029,GCA_004522665.1,1
12936,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,carpophila,NA,GCA_014858625.1,1
12937,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,oleaginea,Yun35,GCA_013176395.1,1
12938,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,asperata,2349,GCA_003689335.1,1
12939,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,aucupariae,2371,GCA_003693225.1,1
12940,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,pyrina,ICMP.11032,GCA_000738655.1,1
12941,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2389,GCA_003693245.1,1
12942,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,186,GCA_003690685.1,1
12943,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,NA,GCA_002148275.1,1
12944,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,NA,GCA_002148305.1,1
12945,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2266,GCA_003691015.1,1
12946,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2506,GCA_003689355.1,1
12947,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,NA,GCA_001857725.1,1
12948,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2507,GCA_003690705.1,1
12949,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2483,GCA_003690765.1,1
12950,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2263,GCA_003689055.1,1
12951,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2479,GCA_003691035.1,1
12952,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2482,GCA_003690745.1,1
12953,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,1680,GCA_003689185.1,1
12954,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2470,GCA_003690865.1,1
12955,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2448,GCA_003690195.1,1
12956,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2472,GCA_003690855.1,1
12957,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2474,GCA_003691095.1,1
12958,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2475,GCA_003691075.1,1
12959,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2484,GCA_003693145.1,1
12960,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2449,GCA_003690435.1,1
12961,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2466,GCA_003691165.1,1
12962,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2478,GCA_003690815.1,1
12963,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,1180,GCA_003693075.1,1
12964,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2476,GCA_003691055.1,1
12965,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2229,GCA_003691275.1,1
12966,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2452,GCA_003690215.1,1
12967,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2463,GCA_003691195.1,1
12968,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,NA,GCA_002148295.1,1
12969,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2232,GCA_003691235.1,1
12970,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2467,GCA_003690905.1,1
12971,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2269,GCA_003690725.1,1
12972,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2468,GCA_003691135.1,1
12973,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2451,GCA_003690415.1,1
12974,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2454,GCA_003690365.1,1
12975,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2450,GCA_003690235.1,1
12976,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2490,GCA_003690605.1,1
12977,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2447,GCA_003690275.1,1
12978,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2460,GCA_003693165.1,1
12979,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2230,GCA_003691255.1,1
12980,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2226,GCA_003690255.1,1
12981,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2453,GCA_003690385.1,1
12982,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2456,GCA_003691215.1,1
12983,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2223,GCA_003690505.1,1
12984,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2489,GCA_003690525.1,1
12985,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2225,GCA_003690475.1,1
12986,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2485,GCA_003689075.1,1
12987,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2446,GCA_003690455.1,1
12988,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2455,GCA_003690405.1,1
12989,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,120213,GCA_009769425.1,1
12990,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2464,GCA_003691185.1,1
12991,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2228,GCA_003691295.1,1
12992,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2465,GCA_003690925.1,1
12993,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,DMI_063113,GCA_009769405.1,1
12994,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2461,GCA_003691305.1,1
12995,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2462,GCA_003693185.1,1
12996,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2458,GCA_003690335.1,1
12997,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2473,GCA_003690845.1,1
12998,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,NA,GCA_009769445.1,1
12999,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2459,GCA_003693125.1,1
13000,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2222,GCA_003690295.1,1
13001,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2471,GCA_003691115.1,1
13002,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2227,GCA_003690315.1,1
13003,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2469,GCA_003690885.1,1
13004,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,1669,GCA_003693205.1,1
13005,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2457,GCA_003693105.1,1
13006,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,nashicola,PRI2,GCA_004522655.2,1
13007,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,effusa,NA,GCA_001901625.1,1
13008,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,nashicola,Yasato.2-1-1,GCA_006232225.1,1
13009,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,asperata,2202,GCA_003690305.1,1
13010,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,asperata,2353,GCA_003689065.1,1
13011,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,carpophila,NA,GCA_001990985.1,1
13012,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,pyrina,Venpi1,GCA_023079195.1,1
13013,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,pyrina,2346,GCA_003690985.1,1
13014,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,pyrina,VP151,GCA_003690945.1,1
13015,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,pyrina,VP36,GCA_003690965.1,1
13016,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,05/172,GCA_003351075.1,1
13017,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2487,GCA_003690565.1,1
13018,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2508,GCA_003689035.1,1
13019,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2491,GCA_003689135.1,1
13020,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2492,GCA_003689285.1,1
13021,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2486,GCA_003690585.1,1
13022,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2480,GCA_003690805.1,1
13023,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2504,GCA_003689415.1,1
13024,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2505,GCA_003689395.1,1
13025,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,1393,GCA_003690625.1,1
13026,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2481,GCA_003690785.1,1
13027,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2503,GCA_003689435.1,1
13028,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2498,GCA_003689265.1,1
13029,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,EU-NL24,GCA_003689115.1,1
13030,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,1286,GCA_003689205.1,1
13031,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,301,GCA_003690645.1,1
13032,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,1066e,GCA_003689095.1,1
13033,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2199,GCA_003689165.1,1
13034,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2499,GCA_003689245.1,1
13035,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2488,GCA_003690545.1,1
13036,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,104,GCA_003689305.1,1
13037,Venturia,Ascomycota,Pezizomycotina,Dothideomycetes,Venturiaceae,inaequalis,2493,GCA_003689325.1,1
13038,Verpa,Ascomycota,Pezizomycotina,Pezizomycetes,Morchellaceae,conica,No..21110,GCA_033030425.1,1
13039,Verpa,Ascomycota,Pezizomycotina,Pezizomycetes,Morchellaceae,bohemica,No..21108,GCA_033030345.1,1
13040,Verpa,Ascomycota,Pezizomycotina,Pezizomycetes,Morchellaceae,conica,No..21120,GCA_033030205.1,1
13041,Verpa,Ascomycota,Pezizomycotina,Pezizomycetes,Morchellaceae,conica,No..21117,GCA_033030305.1,1
13042,Verpa,Ascomycota,Pezizomycotina,Pezizomycetes,Morchellaceae,bohemica,No..20020,GCA_033030385.1,1
13043,Verpa,Ascomycota,Pezizomycotina,Pezizomycetes,Morchellaceae,bohemica,No..20124,GCA_033030375.1,1
13044,Verpa,Ascomycota,Pezizomycotina,Pezizomycetes,Morchellaceae,bohemica,2015-Z1M4,GCA_024713585.1,1
13045,Verruconis,Ascomycota,Pezizomycotina,Dothideomycetes,Sympoventuriaceae,gallopava,CBS.43764,GCA_000836295.1,1
13046,Verruconis,Ascomycota,Pezizomycotina,Dothideomycetes,Sympoventuriaceae,gallopava,CBS.43764,GCF_000836295.1,1
13047,Verruconis,Ascomycota,Pezizomycotina,Dothideomycetes,Sympoventuriaceae,sp.,NA,GCA_004026245.1,1
13048,Verruconis,Ascomycota,Pezizomycotina,Dothideomycetes,Sympoventuriaceae,gallopava,NA,GCA_937867525.1,1
13049,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,VdLs.17,GCA_000150675.2,1
13050,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,VdLs.17,GCF_000150675.1,1
13051,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,albo-atrum,PD747,GCA_002851705.1,1
13052,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,klebahnii,PD401,GCA_002851715.1,1
13053,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,longisporum,PD589,GCA_019188255.1,1
13054,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,nonalfalfae,VnAa140/NRRL.66861,GCA_003724135.2,1
13055,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,nonalfalfae,VnAa140/NRRL.66861,GCF_003724135.2,1
